config,seed,realized_sd_mean,real_mu_openness,real_sd_openness,real_mu_conscientiousness,real_sd_conscientiousness,real_mu_extraversion,real_sd_extraversion,real_mu_agreeableness,real_sd_agreeableness,real_mu_neuroticism,real_sd_neuroticism
abex_e1_agreeableness_low,3,0.14643861695615784,0.5145778559362393,0.14002255746886105,0.49140398177988337,0.16028293995852297,0.5324905577588446,0.1521637079824266,0.21431825015633593,0.12032316112792112,0.5081855675943959,0.15940071824305757
abex_e1_agreeableness_low,4,0.14204811508376064,0.483619623484039,0.14407758056914954,0.5222021987324544,0.14826012428207275,0.5002725468572684,0.14077242962616784,0.24851086733462957,0.12475498345939762,0.49674629908757884,0.15237545748201545
abex_e1_agreeableness_low,5,0.14085616603602547,0.49828318671956945,0.15362854501176887,0.4967084539625543,0.1498610674747594,0.49379901431330386,0.1301931155502199,0.22595322322444594,0.12881657663991714,0.5044994752281942,0.14178152550346204
abex_e1_agreeableness_low,6,0.14654476623268425,0.47521556758316286,0.1555376153093326,0.4803245022802162,0.16044798095184565,0.5139023131007128,0.1412644730242179,0.2415655404387009,0.12905389274014598,0.4942304675394251,0.14641986913787924
abex_e1_agreeableness_low,7,0.13426415040592957,0.47450339132990527,0.13909294866687305,0.4853263651206045,0.14145406387005038,0.47613106947537887,0.13411069767383477,0.1991162438661744,0.11432982972756907,0.48647385169583046,0.1423332120913204
abex_e1_agreeableness_low,8,0.14405004733052254,0.5105213089304015,0.14870385321492052,0.49084047260247254,0.13299506164346692,0.5291655695777389,0.15204638181342398,0.22704954562867966,0.12907176244487203,0.4958998090961005,0.1574331775359292
abex_e1_norm_baseline,1,0.13597904620390655,0.49617129908359864,0.13652937200913023,0.5014816098045726,0.12261599077862134,0.4819649921928803,0.13278842601865412,0.48360254662612895,0.1586601160026633,0.50997581305622,0.1293013262104638
abex_e1_norm_baseline,2,0.15113407378171836,0.5017158282276885,0.14371001823419027,0.5001794647979323,0.1601793214844164,0.49470969090680234,0.14832692631758243,0.46550011238183453,0.1556928401769579,0.49783120151938975,0.14776126269544473
abex_e1_norm_baseline,3,0.1491072184974031,0.5112912342932551,0.13956114169634742,0.49202638263137777,0.16013005959901672,0.5293981553741473,0.15595464246042276,0.4993449427241227,0.13076786915168215,0.5091854813702956,0.15912237957954653
abex_e1_norm_baseline,4,0.15049829511294638,0.485874984600444,0.14660963592006465,0.5096801136745787,0.14491674385274173,0.510489894613155,0.13989932454384435,0.512957412508073,0.15785290790741582,0.4837701430887498,0.16321286334066534
abex_e1_norm_baseline,5,0.14354491357062188,0.5035609761837806,0.1504212125559987,0.5072642036168413,0.14393983247463524,0.48899195238137383,0.13218769163628336,0.4970879085952823,0.14866480036439164,0.5040748518795657,0.14251103082180042
abex_e1_norm_baseline,6,0.151713101680317,0.4775568220221932,0.1569749945364579,0.4881883429347223,0.1682002163264684,0.5146449352431515,0.14418167366268586,0.5272470648022963,0.14427229681867076,0.49420753884205715,0.14493632705730206
abex_e1_norm_baseline,7,0.14035493364296772,0.4713864587338999,0.14037805195713718,0.4820804200903171,0.14346394454309558,0.48466701097192344,0.13832490625094981,0.47542583194232846,0.13608166870011063,0.4901936386323367,0.14352609676354533
abex_e1_norm_baseline,8,0.15090925027445393,0.5200436282654504,0.1495128616519791,0.48289823735094745,0.13243120861990945,0.519394839353886,0.15529311086578992,0.48957037683507715,0.1532822930858292,0.4984426726077802,0.16402677714876202
abpr_e1_agreeableness_high,1,0.13079583753972496,0.4844003047994802,0.13286811816831084,0.513042652652841,0.12360684086146308,0.4931667751727579,0.134231654949282,0.7592824051091062,0.13254488023795816,0.5070069482435465,0.13072769348161056
