family,config,baseline,metric,n_pairs,mean_baseline,mean_condition,mean_diff,ci_lo,ci_hi,cohens_dz,hedges_g,cliffs_delta,p_ttest,p_wilcoxon,wilcoxon_min_possible_p,p_holm
e3q,e3q_O5_A8,e1q_norm_baseline,CI_diversity,5,0.2739183356681621,0.2712677827718354,-0.0026505528963267355,-0.030977880091540545,0.029957548355089965,-0.067993972711747,-0.10091727873749602,-0.36,0.8865164736079832,1.0,0.0625,1.0
e3q,e3q_O8_A2,e1q_norm_baseline,CI_diversity,5,0.2739183356681621,0.28431176092413796,0.010393425255975803,-0.024645867485165625,0.04491955121950733,0.22644013564741142,0.303642729469648,0.2,0.6392541875374538,0.625,0.0625,1.0
e3q,e3q_O8_A5,e1q_norm_baseline,CI_diversity,5,0.2739183356681621,0.2680589546404757,-0.005859381027686428,-0.021123386966191336,0.009404624910818482,-0.3062374605527599,-0.17728454910062996,-0.04,0.531108612104484,0.625,0.0625,1.0
e3q,e3q_O8_A8,e1q_norm_baseline,CI_diversity,5,0.2739183356681621,0.26444921662741255,-0.009469119040749546,-0.03583249570098941,0.013604790286595725,-0.28610769275406966,-0.2859750954949523,-0.28,0.5571347339728921,0.8125,0.0625,1.0
e3q,e3q_O5_A5,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.002,0.002,0.0,0.004,0.7302967433402214,0.9328476016671629,0.4,0.17780780835622126,0.15729920705028502,0.0625,0.7112312334248844
e3q,e3q_O8_A8,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.002,0.002,0.0,0.004,0.7302967433402214,0.9328476016671629,0.4,0.1778078083562211,0.15729920705028502,0.0625,0.7112312334248844
e3q,e3q_O5_A8,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.001,0.001,0.0,0.003,0.4472135954999579,0.5712501579659007,0.2,0.373900966300059,0.31731050786291415,0.0625,0.747801932600118
e3q,e3q_O8_A2,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.001,0.001,0.0,0.003,0.4472135954999579,0.5712501579659007,0.2,0.373900966300059,0.31731050786291415,0.0625,0.747801932600118
e3q,e3q_O2_A2,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0625,
e3q,e3q_O2_A5,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0625,
e3q,e3q_O2_A8,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0625,
e3q,e3q_O5_A2,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0625,
e3q,e3q_O8_A5,e1q_norm_baseline,CI_hidden_profile_rate,5,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0625,
e3q,e3q_O2_A2,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,-0.007307823917943601,-0.011611173572356399,-0.047877367995756,0.022872490872776007,-0.2671665070559866,-0.4178745557630899,-0.12,0.5824131235896205,0.625,0.0625,1.0
e3q,e3q_O2_A5,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,0.0157747252337408,0.011471375579328003,-0.0233649280799146,0.0463076792385706,0.25125455364746496,0.3571883269670769,0.2,0.6042251926885464,0.625,0.0625,1.0
e3q,e3q_O2_A8,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,0.003288981311573999,-0.0010143683428388006,-0.0273961629938684,0.029231501717629997,-0.028390527550497587,-0.035112555517927385,0.04,0.9524275712547591,0.8125,0.0625,1.0
e3q,e3q_O5_A2,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,-0.002545015893968,-0.0068483655483807995,-0.037105687642477805,0.019422477506005405,-0.19082040034027428,-0.28538954454164656,-0.12,0.6915694063377739,1.0,0.0625,1.0
e3q,e3q_O5_A5,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,-0.0082731677554876,-0.012576517409900397,-0.027466282408337154,0.0002415338139974004,-0.6904055894918126,-0.6359961855383095,-0.44,0.1975158638603398,0.1875,0.0625,1.0
e3q,e3q_O5_A8,e1q_norm_baseline,CI_mean_gain_vs_pre,5,0.004303349654412801,0.0004887279442198005,-0.003814621710193,-0.023697512431079003,0.0100436828119224,-0.1719863488496688,-0.19770056528299598,-0.04,0.7201252891041999,1.0,0.0625,1.0
